Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Signal Transduction	PTPN11	0.038586095	-0.002172371
Signal Transduction	PTPN2	0.032582858	-0.002172371
Signal Transduction	RAC1	0.1445732	-0.002172371
Signal Transduction	RAC2	0.109357247	-0.002172371
Signal Transduction	RAP1A	0.135307398	-0.002172371
Signal Transduction	RAP1B	0.105348006	-0.002172371
Signal Transduction	RAPGEF1	0.152132489	-0.002172371
Signal Transduction	RBBP7	0.079694373	-0.002172371
Signal Transduction	RBCK1	0.058618429	-0.002172371
Signal Transduction	RNF111	0.091932586	-0.002172371
Signal Transduction	RNF31	0.021491023	-0.002172371
Signal Transduction	RPS6KA1	0.05262122	-0.002172371
Signal Transduction	RRAS2	0.076011722	-0.002172371
Signal Transduction	SEC24B	0.061173233	-0.002172371
Signal Transduction	SEMA4D	0.060420486	-0.002172371
Signal Transduction	SERPINB9	0.093993147	-0.002172371
Signal Transduction	SIAH1	0.070162428	-0.002172371
Signal Transduction	SKAP2	0.080982026	-0.002172371
Signal Transduction	SMAD7	0.052601489	-0.002172371
Signal Transduction	SOCS1	0.142556738	-0.002172371
Signal Transduction	SOCS3	0.011824215	-0.002172371
Signal Transduction	SOS1	0.067354039	-0.002172371
Signal Transduction	SOS2	0.083836947	-0.002172371
Signal Transduction	SRGN	0.108750705	-0.002172371
Signal Transduction	ST6GAL1	0.117054517	-0.002172371
Signal Transduction	TAB2	0.105234041	-0.002172371
Signal Transduction	TANK	0.121948052	-0.002172371
Signal Transduction	TBK1	0.052288182	-0.002172371
Signal Transduction	TCF12	0.106591679	-0.002172371
Signal Transduction	TGFBR2	0.094186236	-0.002172371
Signal Transduction	TLE4	0.054306492	-0.002172371
Signal Transduction	TNFAIP3	0.1282623	-0.002172371
Signal Transduction	TNFAIP6	0.014423978	-0.002172371
Signal Transduction	TNFRSF1B	0.097775881	-0.002172371
Signal Transduction	TNFRSF8	0.053922535	-0.002172371
Signal Transduction	TNFSF10	0.001989871	-0.002172371
Signal Transduction	TRAF3	0.135934669	-0.002172371
Signal Transduction	TRAF4	0.107209093	-0.002172371
Signal Transduction	UBE2L6	0.072798693	-0.002172371
Signal Transduction	UBE2N	0.084492389	-0.002172371
Signal Transduction	UBR1	0.06954139	-0.002172371
Signal Transduction	UBR5	0.090441403	-0.002172371
Signal Transduction	USP3	0.074855739	-0.002172371
Signal Transduction	USP8	0.087857026	-0.002172371
Signal Transduction	VAV2	0.091588129	-0.002172371
Signal Transduction	A1BG	0.085033244	-0.002172371
Signal Transduction	ABI1	0.100602282	-0.002172371
Signal Transduction	ACSL4	0.055418347	-0.002172371
Signal Transduction	ACTG1	0.0503458	-0.002172371
Signal Transduction	ACTR2	0.085295264	-0.002172371
Signal Transduction	ACTR3	0.103710881	-0.002172371
Signal Transduction	ADARB1	0.05734935	-0.002172371
Signal Transduction	ADCY3	0.052955992	-0.002172371
Signal Transduction	ADD3	0.085430384	-0.002172371
Signal Transduction	ADGRE5	0.104146392	-0.002172371
Signal Transduction	AHNAK	0.110378042	-0.002172371
Signal Transduction	AKAP11	0.054281015	-0.002172371
Signal Transduction	AKAP13	0.111945561	-0.002172371
Signal Transduction	AKIRIN2	0.105757288	-0.002172371
Signal Transduction	ANKLE2	0.099512184	-0.002172371
Signal Transduction	ANXA2	0.124175497	-0.002172371
Signal Transduction	ANXA4	0.119412687	-0.002172371
Signal Transduction	ANXA5	0.109466777	-0.002172371
Signal Transduction	ANXA6	0.129237213	-0.002172371
Signal Transduction	AP2M1	0.083675546	-0.002172371
Signal Transduction	APBB1IP	0.091020586	-0.002172371
Signal Transduction	APC	0.087470535	-0.002172371
Signal Transduction	ARHGAP15	0.087628581	-0.002172371
Signal Transduction	ARHGAP31	0.054962464	-0.002172371
Signal Transduction	ARHGDIA	0.074358496	-0.002172371
Signal Transduction	ARHGEF2	0.075192125	-0.002172371
Signal Transduction	ARL8B	0.100834144	-0.002172371
Signal Transduction	ARMC8	0.064447624	-0.002172371
Signal Transduction	ARPC1B	0.092353162	-0.002172371
Signal Transduction	ARPC2	0.10737918	-0.002172371
Signal Transduction	ARPC5	0.126630648	-0.002172371
Signal Transduction	ATF2	0.052909947	-0.002172371
Signal Transduction	ATP11B	0.067693861	-0.002172371
Signal Transduction	ATP2B1	0.082147878	-0.002172371
Signal Transduction	ATP5F1A	0.099229227	-0.002172371
Signal Transduction	ATP5F1B	0.115335825	-0.002172371
Signal Transduction	ATP5F1C	0.116962412	-0.002172371
Signal Transduction	ATP5MC2	0.082207781	-0.002172371
Signal Transduction	ATP6AP2	0.060084225	-0.002172371
Signal Transduction	ATP6V0B	0.08434088	-0.002172371
Signal Transduction	ATP6V0C	0.107957725	-0.002172371
Signal Transduction	ATP6V1C1	0.062569747	-0.002172371
Signal Transduction	BACH2	0.097850277	-0.002172371
Signal Transduction	BASP1	0.109191456	-0.002172371
Signal Transduction	BATF	0.072074905	-0.002172371
Signal Transduction	BCLAF1	0.094495835	-0.002172371
Signal Transduction	BICD1	0.07775858	-0.002172371
Signal Transduction	BMP2K	0.145364819	-0.002172371
Signal Transduction	BMPR2	0.073694088	-0.002172371
Signal Transduction	BRAF	0.060485977	-0.002172371
Signal Transduction	BRAP	0.055756026	-0.002172371
Signal Transduction	CABLES1	0.066663833	-0.002172371
Signal Transduction	CALM2	0.078028355	-0.002172371
Signal Transduction	CALM3	0.117135048	-0.002172371
Signal Transduction	CAMK2D	0.073747905	-0.002172371
Signal Transduction	CAMLG	0.098207524	-0.002172371
Signal Transduction	CAPZA1	0.062654664	-0.002172371
Signal Transduction	CAPZA2	0.092925832	-0.002172371
Signal Transduction	CAPZB	0.117139647	-0.002172371
Signal Transduction	CASP3	0.082017633	-0.002172371
Signal Transduction	CASP8	0.044266869	-0.002172371
Signal Transduction	CCL17	0.131160321	-0.002172371
Signal Transduction	CCL22	0.130508689	-0.002172371
Signal Transduction	CCND2	0.102321365	-0.002172371
Signal Transduction	CCNI	0.144724852	-0.002172371
Signal Transduction	CCT7	0.074845578	-0.002172371
Signal Transduction	CD2AP	0.055564743	-0.002172371
Signal Transduction	CD69	0.003892706	-0.002172371
Signal Transduction	CD81	0.103687747	-0.002172371
Signal Transduction	CD83	0.082893209	-0.002172371
Signal Transduction	CDCA8	0.050062498	-0.002172371
Signal Transduction	CEP170	0.096889345	-0.002172371
Signal Transduction	CEP57	0.080434914	-0.002172371
Signal Transduction	CFL1	0.062881056	-0.002172371
Signal Transduction	CHD1	0.073341628	-0.002172371
Signal Transduction	CHD3	0.071237275	-0.002172371
Signal Transduction	CHD4	0.112514758	-0.002172371
Signal Transduction	CLIP1	0.054636307	-0.002172371
Signal Transduction	CLIP2	0.095536226	-0.002172371
Signal Transduction	CLTC	0.089529037	-0.002172371
Signal Transduction	CNPY2	0.097117425	-0.002172371
Signal Transduction	CORO1C	0.071994256	-0.002172371
Signal Transduction	CREB3	0.050216673	-0.002172371
Signal Transduction	CREBRF	0.06771959	-0.002172371
Signal Transduction	CSK	0.086175047	-0.002172371
Signal Transduction	CSNK1A1	0.105416024	-0.002172371
Signal Transduction	CSNK2A1	0.076065252	-0.002172371
Signal Transduction	CTBP1	0.082465799	-0.002172371
Signal Transduction	CTNNA1	0.069315489	-0.002172371
Signal Transduction	CTNNB1	0.077085468	-0.002172371
Signal Transduction	CTNND1	0.077856679	-0.002172371
Signal Transduction	CUEDC2	0.089008066	-0.002172371
Signal Transduction	CUL5	0.065629762	-0.002172371
Signal Transduction	CXXC5	0.110982249	-0.002172371
Signal Transduction	DCAF8	0.0761812	-0.002172371
Signal Transduction	DCP2	0.088501707	-0.002172371
Signal Transduction	DDIT3	0.062030774	-0.002172371
Signal Transduction	DNM2	0.055402091	-0.002172371
Signal Transduction	DNMT1	0.07363768	-0.002172371
Signal Transduction	DYRK1A	0.052558487	-0.002172371
Signal Transduction	EED	0.070292882	-0.002172371
Signal Transduction	EIF2AK4	0.098059987	-0.002172371
Signal Transduction	ELF1	0.066360252	-0.002172371
Signal Transduction	ELF2	0.082817536	-0.002172371
Signal Transduction	ELMO1	0.111095257	-0.002172371
Signal Transduction	EPS15	0.124392426	-0.002172371
Signal Transduction	ERC1	0.124375164	-0.002172371
Signal Transduction	ERH	0.107747906	-0.002172371
Signal Transduction	ESD	0.087505354	-0.002172371
Signal Transduction	ESR1	0.050386406	-0.002172371
Signal Transduction	ETS1	0.100755697	-0.002172371
Signal Transduction	EWSR1	0.094355352	-0.002172371
Signal Transduction	EZH2	0.096910416	-0.002172371
Signal Transduction	EZR	0.088098148	-0.002172371
Signal Transduction	FBXO11	0.074930881	-0.002172371
Signal Transduction	FBXO9	0.061590637	-0.002172371
Signal Transduction	FKBP8	0.075707319	-0.002172371
Signal Transduction	FLNA	0.100399182	-0.002172371
Signal Transduction	FMNL1	0.11028123	-0.002172371
Signal Transduction	FNBP1	0.097381473	-0.002172371
Signal Transduction	FNIP1	0.086889278	-0.002172371
Signal Transduction	FOXO1	0.100587503	-0.002172371
Signal Transduction	FRYL	0.096647225	-0.002172371
Signal Transduction	FXR1	0.064946392	-0.002172371
Signal Transduction	GATAD2A	0.070797191	-0.002172371
Signal Transduction	GDI2	0.092084991	-0.002172371
Signal Transduction	GINM1	0.061811317	-0.002172371
Signal Transduction	GNA13	0.062795172	-0.002172371
Signal Transduction	GNAI2	0.118282326	-0.002172371
Signal Transduction	GNAI3	0.100040309	-0.002172371
Signal Transduction	GNB1	0.088064414	-0.002172371
Signal Transduction	GNB2	0.092626404	-0.002172371
Signal Transduction	GOLGA4	0.077525208	-0.002172371
Signal Transduction	GOLGB1	0.120921363	-0.002172371
Signal Transduction	GRN	0.161770675	-0.002172371
Signal Transduction	GSK3B	0.117914451	-0.002172371
Signal Transduction	GSN	0.070316794	-0.002172371
Signal Transduction	GTF2I	0.124893869	-0.002172371
Signal Transduction	HDAC2	0.096136628	-0.002172371
Signal Transduction	HERC6	0.014430605	-0.002172371
Signal Transduction	HIVEP2	0.054970108	-0.002172371
Signal Transduction	HNRNPUL2	0.094116729	-0.002172371
Signal Transduction	HOOK3	0.09698838	-0.002172371
Signal Transduction	HPRT1	0.074930823	-0.002172371
Signal Transduction	IGFBP4	0.069217659	-0.002172371
Signal Transduction	IKZF1	0.097214662	-0.002172371
Signal Transduction	IKZF3	0.120168176	-0.002172371
Signal Transduction	IQGAP1	0.119758066	-0.002172371
Signal Transduction	IRF2BP2	0.090328201	-0.002172371
Signal Transduction	ITM2B	0.104995479	-0.002172371
Signal Transduction	ITSN2	0.123324904	-0.002172371
Signal Transduction	JMJD1C	0.075160921	-0.002172371
Signal Transduction	JUP	0.070191494	-0.002172371
Signal Transduction	KDM1A	0.059670387	-0.002172371
Signal Transduction	KDM4B	0.101910752	-0.002172371
Signal Transduction	KDM5A	0.106705416	-0.002172371
Signal Transduction	KDM5B	0.108139787	-0.002172371
Signal Transduction	KDM6A	0.058412983	-0.002172371
Signal Transduction	KHDRBS1	0.109806561	-0.002172371
Signal Transduction	KHDRBS2	0.053036582	-0.002172371
Signal Transduction	KIF5B	0.084134868	-0.002172371
Signal Transduction	KLF12	0.053671101	-0.002172371
Signal Transduction	KRAS	0.161529734	-0.002172371
Signal Transduction	LAMTOR1	0.088413729	-0.002172371
Signal Transduction	LAMTOR2	0.084728562	-0.002172371
Signal Transduction	LAMTOR3	0.076682607	-0.002172371
Signal Transduction	LAMTOR4	0.089063675	-0.002172371
Signal Transduction	LAMTOR5	0.125230352	-0.002172371
Signal Transduction	LATS2	0.010896355	-0.002172371
Signal Transduction	LRRK2	0.141079259	-0.002172371
Signal Transduction	MAML2	0.124050069	-0.002172371
Signal Transduction	MAN1A2	0.058067695	-0.002172371
Signal Transduction	MAP2K1	0.079830259	-0.002172371
Signal Transduction	MAP2K2	0.102185277	-0.002172371
Signal Transduction	MAP2K5	0.05685156	-0.002172371
Signal Transduction	MAP4K3	0.071829667	-0.002172371
Signal Transduction	MAP4K5	0.056874278	-0.002172371
Signal Transduction	MAPK1	0.108274062	-0.002172371
Signal Transduction	MAPKAP1	0.083298072	-0.002172371
Signal Transduction	MARCKS	0.212540916	-0.002172371
Signal Transduction	MARK3	0.067869326	-0.002172371
Signal Transduction	MBD2	0.088058562	-0.002172371
Signal Transduction	MBNL1	0.076579337	-0.002172371
Signal Transduction	MDM2	0.076525298	-0.002172371
Signal Transduction	MEF2A	0.13574877	-0.002172371
Signal Transduction	MFN1	0.050267585	-0.002172371
Signal Transduction	MITD1	0.06803498	-0.002172371
Signal Transduction	MKLN1	0.08473184	-0.002172371
Signal Transduction	MOB1A	0.134598033	-0.002172371
Signal Transduction	MOB3A	0.078711152	-0.002172371
Signal Transduction	MORF4L2	0.065488163	-0.002172371
Signal Transduction	MSN	0.143070022	-0.002172371
Signal Transduction	MTF2	0.071593986	-0.002172371
Signal Transduction	MTPN	0.117325423	-0.002172371
Signal Transduction	MYB	0.062680422	-0.002172371
Signal Transduction	MYH10	0.06017111	-0.002172371
Signal Transduction	MYH9	0.133301518	-0.002172371
Signal Transduction	MYL12A	0.123459014	-0.002172371
Signal Transduction	MYL6	0.09666698	-0.002172371
Signal Transduction	MYL6B	0.063858273	-0.002172371
Signal Transduction	MYO1C	0.063984014	-0.002172371
Signal Transduction	NAA20	0.065541742	-0.002172371
Signal Transduction	NCK2	0.072673556	-0.002172371
Signal Transduction	NCOA7	0.060683368	-0.002172371
Signal Transduction	NFATC2	0.084349746	-0.002172371
Signal Transduction	NFE2L2	0.120197221	-0.002172371
Signal Transduction	NKTR	0.068310681	-0.002172371
Signal Transduction	NOTCH2	0.069429525	-0.002172371
Signal Transduction	NPTN	0.053840291	-0.002172371
Signal Transduction	NR4A3	0.050889853	-0.002172371
Signal Transduction	NRP2	0.07172161	-0.002172371
Signal Transduction	OGT	0.110751751	-0.002172371
Signal Transduction	PAN3	0.05870378	-0.002172371
Signal Transduction	PAX5	0.114796826	-0.002172371
Signal Transduction	PDE4B	0.042558338	-0.002172371
Signal Transduction	PEA15	0.061849619	-0.002172371
Signal Transduction	PEBP1	0.144957527	-0.002172371
Signal Transduction	PHF21A	0.075182315	-0.002172371
Signal Transduction	PHF3	0.107735507	-0.002172371
Signal Transduction	PI4KA	0.057342894	-0.002172371
Signal Transduction	PICALM	0.09364837	-0.002172371
Signal Transduction	PIK3CG	0.073909373	-0.002172371
Signal Transduction	PKN2	0.09661686	-0.002172371
Signal Transduction	PPM1B	0.064179795	-0.002172371
Signal Transduction	PPP1CA	0.100733628	-0.002172371
Signal Transduction	PPP1R12A	0.108261722	-0.002172371
Signal Transduction	PPP3CA	0.117048584	-0.002172371
Signal Transduction	PPP3CC	0.084320212	-0.002172371
Signal Transduction	PPP3R1	0.059495041	-0.002172371
Signal Transduction	PREX1	0.110300764	-0.002172371
Signal Transduction	PRKCD	0.076085895	-0.002172371
Signal Transduction	PSIP1	0.12689246	-0.002172371
Signal Transduction	PTEN	0.074511266	-0.002172371
Signal Transduction	PTGER4	0.077436104	-0.002172371
Signal Transduction	PTK2	0.064185358	-0.002172371
Signal Transduction	PTK2B	0.130131169	-0.002172371
Signal Transduction	PTPN1	0.10680333	-0.002172371
Signal Transduction	PTPN12	0.059781032	-0.002172371
Signal Transduction	PTPRJ	0.051339461	-0.002172371
Signal Transduction	PTTG1	0.090333219	-0.002172371
Signal Transduction	PUM1	0.082075971	-0.002172371
Signal Transduction	PUM2	0.066047489	-0.002172371
Signal Transduction	QKI	0.072675761	-0.002172371
Signal Transduction	RALBP1	0.093665868	-0.002172371
Signal Transduction	RANBP2	0.070204607	-0.002172371
Signal Transduction	RB1CC1	0.091725572	-0.002172371
Signal Transduction	RBBP4	0.103548412	-0.002172371
Signal Transduction	RBPJ	0.085313533	-0.002172371
Signal Transduction	RCOR1	0.059074033	-0.002172371
Signal Transduction	RCOR3	0.058541063	-0.002172371
Signal Transduction	RELT	0.061782755	-0.002172371
Signal Transduction	REV3L	0.103083037	-0.002172371
Signal Transduction	RGS10	0.180759938	-0.002172371
Signal Transduction	RHOA	0.085793481	-0.002172371
Signal Transduction	RHOG	0.125796577	-0.002172371
Signal Transduction	RIPK1	0.026716514	-0.002172371
Signal Transduction	RNF187	0.07065149	-0.002172371
Signal Transduction	RNF4	0.088582239	-0.002172371
Signal Transduction	ROCK1	0.109131157	-0.002172371
Signal Transduction	RPS4Y1	0.111776959	-0.002172371
Signal Transduction	RRAGC	0.090398826	-0.002172371
Signal Transduction	RUFY3	0.100025891	-0.002172371
Signal Transduction	S100A10	0.132094115	-0.002172371
Signal Transduction	S100A11	0.110789857	-0.002172371
Signal Transduction	S100A4	0.137419333	-0.002172371
Signal Transduction	S100A6	0.123856683	-0.002172371
Signal Transduction	SAMD8	0.052611005	-0.002172371
Signal Transduction	SCAF8	0.050513938	-0.002172371
Signal Transduction	SCOC	0.054724364	-0.002172371
Signal Transduction	SDHD	0.065103435	-0.002172371
Signal Transduction	SETD2	0.107081194	-0.002172371
Signal Transduction	SETX	0.073079184	-0.002172371
Signal Transduction	SH3BGRL	0.0980503	-0.002172371
Signal Transduction	SH3KBP1	0.187472182	-0.002172371
Signal Transduction	SHOC2	0.098162259	-0.002172371
Signal Transduction	SIK3	0.064624321	-0.002172371
Signal Transduction	SIN3A	0.064136413	-0.002172371
Signal Transduction	SKAP1	0.089851934	-0.002172371
Signal Transduction	SLAMF1	0.098357238	-0.002172371
Signal Transduction	SLC25A3	0.090265904	-0.002172371
Signal Transduction	SLK	0.061610619	-0.002172371
Signal Transduction	SMAD3	0.051649177	-0.002172371
Signal Transduction	SMAD4	0.061506982	-0.002172371
Signal Transduction	SMARCA5	0.090164818	-0.002172371
Signal Transduction	SON	0.062117608	-0.002172371
Signal Transduction	SOX4	0.169694044	-0.002172371
Signal Transduction	SOX5	0.094100856	-0.002172371
Signal Transduction	SP3	0.056998425	-0.002172371
Signal Transduction	SPART	0.05334588	-0.002172371
Signal Transduction	SPEN	0.065844683	-0.002172371
Signal Transduction	SPG21	0.093424853	-0.002172371
Signal Transduction	SPTAN1	0.109336174	-0.002172371
Signal Transduction	SPTBN1	0.113900973	-0.002172371
Signal Transduction	SRA1	0.067169577	-0.002172371
Signal Transduction	SSRP1	0.076867201	-0.002172371
Signal Transduction	SUMO1	0.105948438	-0.002172371
Signal Transduction	SUPT16H	0.079984705	-0.002172371
Signal Transduction	SUZ12	0.11523727	-0.002172371
Signal Transduction	SYNE2	0.069232617	-0.002172371
Signal Transduction	TATDN1	0.051041868	-0.002172371
Signal Transduction	TCF4	0.090597617	-0.002172371
Signal Transduction	TCF7	0.082286336	-0.002172371
Signal Transduction	THRAP3	0.114574765	-0.002172371
Signal Transduction	TIAL1	0.075728136	-0.002172371
Signal Transduction	TLE5	0.087511988	-0.002172371
Signal Transduction	TMBIM6	0.095288334	-0.002172371
Signal Transduction	TMOD3	0.099088942	-0.002172371
Signal Transduction	TNKS	0.064482334	-0.002172371
Signal Transduction	TOPORS	0.052336464	-0.002172371
Signal Transduction	TPM4	0.075869467	-0.002172371
Signal Transduction	TRAK1	0.093774204	-0.002172371
Signal Transduction	UBE3A	0.110606088	-0.002172371
Signal Transduction	UBXN4	0.081512328	-0.002172371
Signal Transduction	UGCG	0.078377872	-0.002172371
Signal Transduction	UHMK1	0.067104342	-0.002172371
Signal Transduction	UQCR11	0.124081361	-0.002172371
Signal Transduction	USP9X	0.086251266	-0.002172371
Signal Transduction	VAPA	0.068179865	-0.002172371
Signal Transduction	VIM	0.05852317	-0.002172371
Signal Transduction	VPS41	0.0945596	-0.002172371
Signal Transduction	VPS8	0.059624528	-0.002172371
Signal Transduction	WAPL	0.070878301	-0.002172371
Signal Transduction	WAS	0.075542667	-0.002172371
Signal Transduction	WASHC2A	0.088156296	-0.002172371
Signal Transduction	WASHC2C	0.088649627	-0.002172371
Signal Transduction	WASHC3	0.071063292	-0.002172371
Signal Transduction	WASHC4	0.078570698	-0.002172371
Signal Transduction	WASHC5	0.070417915	-0.002172371
Signal Transduction	XCL1	0.036193827	-0.002172371
Signal Transduction	XPO1	0.072033128	-0.002172371
Signal Transduction	YWHAE	0.097487295	-0.002172371
Signal Transduction	ZBTB11	0.050630622	-0.002172371
Signal Transduction	ZBTB7A	0.067314081	-0.002172371
Signal Transduction	ZEB1	0.119302374	-0.002172371
Signal Transduction	ZEB2	0.081714147	-0.002172371
Signal Transduction	ZMIZ1	0.081898847	-0.002172371
Signal Transduction	ZMYM2	0.065288641	-0.002172371
Signal Transduction	ZMYM4	0.096221371	-0.002172371
Extracellular matrix organization	CAPNS1	0.111100196	-0.002604767
Extracellular matrix organization	CARD11	0.093398117	-0.002604767
Extracellular matrix organization	CD19	0.053601488	-0.002604767
Extracellular matrix organization	CD46	0.076441355	-0.002604767
Extracellular matrix organization	ERBIN	0.06540925	-0.002604767
Extracellular matrix organization	ICAM1	0.047301738	-0.002604767
Extracellular matrix organization	IFITM1	0.06905534	-0.002604767
Extracellular matrix organization	ITGAL	0.075090077	-0.002604767
Extracellular matrix organization	ITGB2	0.081759806	-0.002604767
Extracellular matrix organization	P4HB	0.051708664	-0.002604767
Extracellular matrix organization	PAK1	0.120014739	-0.002604767
Extracellular matrix organization	PAK2	0.09437795	-0.002604767
Extracellular matrix organization	PDPK1	0.054625386	-0.002604767
Extracellular matrix organization	PECAM1	0.076730207	-0.002604767
Extracellular matrix organization	RPS6KA2	0.050097346	-0.002604767
Extracellular matrix organization	SAT1	0.098461507	-0.002604767
Extracellular matrix organization	SMAD7	0.052601489	-0.002604767
Extracellular matrix organization	ST13	0.125369152	-0.002604767
Extracellular matrix organization	ANXA5	0.109466777	-0.002604767
Extracellular matrix organization	PRKCD	0.076085895	-0.002604767
Extracellular matrix organization	ROCK1	0.109131157	-0.002604767
Extracellular matrix organization	HSP90B1	0.074827187	-0.002604767
Extracellular matrix organization	MREG	0.148055764	-0.002604767
Extracellular matrix organization	CNPY3	0.05356314	-0.002604767
Extracellular matrix organization	CD63	0.09286204	-0.002604767
Extracellular matrix organization	ADAM28	0.078266188	-0.002604767
Extracellular matrix organization	ITGB1	0.080946543	-0.002604767
Extracellular matrix organization	CD47	0.089710638	-0.002604767
Extracellular matrix organization	TMEM30A	0.058860785	-0.002604767
Extracellular matrix organization	CAST	0.116627782	-0.002604767
Extracellular matrix organization	ICAM3	0.057640699	-0.002604767
Extracellular matrix organization	NID1	0.052049699	-0.002604767
Extracellular matrix organization	UTRN	0.079603847	-0.002604767
Gene expression (Transcription)	ACSL1	0.071618081	-0.002796284
Gene expression (Transcription)	BAZ1B	0.096294646	-0.002796284
Gene expression (Transcription)	BECN1	0.05874935	-0.002796284
Gene expression (Transcription)	BTG1	0.089556197	-0.002796284
Gene expression (Transcription)	BTG2	0.102352841	-0.002796284
Gene expression (Transcription)	CASP1	0.036949141	-0.002796284
Gene expression (Transcription)	CASP4	0.044035641	-0.002796284
Gene expression (Transcription)	CREB1	0.079026094	-0.002796284
Gene expression (Transcription)	CSTB	0.140948771	-0.002796284
Gene expression (Transcription)	CTSH	0.184085835	-0.002796284
Gene expression (Transcription)	CTSS	0.075280637	-0.002796284
Gene expression (Transcription)	ELOB	0.094467023	-0.002796284
Gene expression (Transcription)	ELOC	0.091552904	-0.002796284
Gene expression (Transcription)	EPSTI1	0.059655142	-0.002796284
Gene expression (Transcription)	GADD45A	0.053325391	-0.002796284
Gene expression (Transcription)	GADD45B	0.112343385	-0.002796284
Gene expression (Transcription)	GM2A	0.082500963	-0.002796284
Gene expression (Transcription)	GTF2A2	0.105897307	-0.002796284
Gene expression (Transcription)	HDAC8	0.079501663	-0.002796284
Gene expression (Transcription)	HIF1A	0.106877166	-0.002796284
Gene expression (Transcription)	HUWE1	0.084755558	-0.002796284
Gene expression (Transcription)	IER2	0.060795927	-0.002796284
Gene expression (Transcription)	IL18BP	0.006268378	-0.002796284
Gene expression (Transcription)	IRF1	0.056456473	-0.002796284
Gene expression (Transcription)	IRF5	0.087220047	-0.002796284
Gene expression (Transcription)	IRF7	0.003348109	-0.002796284
Gene expression (Transcription)	JUN	0.130527308	-0.002796284
Gene expression (Transcription)	LRRFIP2	0.069536287	-0.002796284
Gene expression (Transcription)	NFKB1	0.073622631	-0.002796284
Gene expression (Transcription)	NFKB2	0.078144825	-0.002796284
Gene expression (Transcription)	NFKBIZ	0.077905892	-0.002796284
Gene expression (Transcription)	NOD1	0.020349271	-0.002796284
Gene expression (Transcription)	NSD3	0.081652259	-0.002796284
Gene expression (Transcription)	PIM1	0.014566883	-0.002796284
Gene expression (Transcription)	PML	0.07504254	-0.002796284
Gene expression (Transcription)	RBBP7	0.079694373	-0.002796284
Gene expression (Transcription)	RNF111	0.091932586	-0.002796284
Gene expression (Transcription)	RUNX3	0.118342574	-0.002796284
Gene expression (Transcription)	SP100	0.143240443	-0.002796284
Gene expression (Transcription)	SP110	0.101011055	-0.002796284
Gene expression (Transcription)	TRIM22	0.099825562	-0.002796284
Gene expression (Transcription)	TYMP	0.08635	-0.002796284
Gene expression (Transcription)	XAF1	0.012344343	-0.002796284
Gene expression (Transcription)	ZFP36	0.062127266	-0.002796284
Gene expression (Transcription)	ADARB1	0.05734935	-0.002796284
Gene expression (Transcription)	BACH2	0.097850277	-0.002796284
Gene expression (Transcription)	CHD1	0.073341628	-0.002796284
Gene expression (Transcription)	CHD3	0.071237275	-0.002796284
Gene expression (Transcription)	CHD4	0.112514758	-0.002796284
Gene expression (Transcription)	CSNK2A1	0.076065252	-0.002796284
Gene expression (Transcription)	CTNNB1	0.077085468	-0.002796284
Gene expression (Transcription)	DDIT3	0.062030774	-0.002796284
Gene expression (Transcription)	DNMT1	0.07363768	-0.002796284
Gene expression (Transcription)	ERH	0.107747906	-0.002796284
Gene expression (Transcription)	ESR1	0.050386406	-0.002796284
Gene expression (Transcription)	ETS1	0.100755697	-0.002796284
Gene expression (Transcription)	FMNL1	0.11028123	-0.002796284
Gene expression (Transcription)	FOXO1	0.100587503	-0.002796284
Gene expression (Transcription)	GATAD2A	0.070797191	-0.002796284
Gene expression (Transcription)	GTF2I	0.124893869	-0.002796284
Gene expression (Transcription)	HDAC2	0.096136628	-0.002796284
Gene expression (Transcription)	IRF2BP2	0.090328201	-0.002796284
Gene expression (Transcription)	JMJD1C	0.075160921	-0.002796284
Gene expression (Transcription)	KDM6A	0.058412983	-0.002796284
Gene expression (Transcription)	KLF12	0.053671101	-0.002796284
Gene expression (Transcription)	MAP2K5	0.05685156	-0.002796284
Gene expression (Transcription)	MAPKAP1	0.083298072	-0.002796284
Gene expression (Transcription)	MBD2	0.088058562	-0.002796284
Gene expression (Transcription)	MDM2	0.076525298	-0.002796284
Gene expression (Transcription)	MTF2	0.071593986	-0.002796284
Gene expression (Transcription)	MYB	0.062680422	-0.002796284
Gene expression (Transcription)	NFE2L2	0.120197221	-0.002796284
Gene expression (Transcription)	OGT	0.110751751	-0.002796284
Gene expression (Transcription)	PAN3	0.05870378	-0.002796284
Gene expression (Transcription)	PI4KA	0.057342894	-0.002796284
Gene expression (Transcription)	PREX1	0.110300764	-0.002796284
Gene expression (Transcription)	PUM1	0.082075971	-0.002796284
Gene expression (Transcription)	PUM2	0.066047489	-0.002796284
Gene expression (Transcription)	RBBP4	0.103548412	-0.002796284
Gene expression (Transcription)	RBPJ	0.085313533	-0.002796284
Gene expression (Transcription)	RPS4Y1	0.111776959	-0.002796284
Gene expression (Transcription)	SETD2	0.107081194	-0.002796284
Gene expression (Transcription)	SIK3	0.064624321	-0.002796284
Gene expression (Transcription)	SMAD3	0.051649177	-0.002796284
Gene expression (Transcription)	SMAD4	0.061506982	-0.002796284
Gene expression (Transcription)	SOX4	0.169694044	-0.002796284
Gene expression (Transcription)	SSRP1	0.076867201	-0.002796284
Gene expression (Transcription)	SUPT16H	0.079984705	-0.002796284
