Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Cell Cycle	RPA1	0.158897594	0.010007609
Cell Cycle	SF3A2	0.07690038	0.010007609
Cell Cycle	SFPQ	0.106087723	0.010007609
Cell Cycle	SMC3	0.125202273	0.010007609
Cell Cycle	SMC4	0.211290329	0.010007609
Cell Cycle	TFDP1	0.158355498	0.010007609
Cell Cycle	TMPO	0.150668094	0.010007609
Cell Cycle	U2SURP	0.080766703	0.010007609
Cell Cycle	UBAP2L	0.066251815	0.010007609
Cell Cycle	UBE2S	0.18473394	0.010007609
Cell Cycle	XRCC5	0.099417156	0.010007609
Cell Cycle	ACD	0.056246311	0.010007609
Cell Cycle	AKAP8L	0.087903903	0.010007609
Cell Cycle	ANAPC5	0.097616521	0.010007609
Cell Cycle	ARL6IP6	0.068862977	0.010007609
Cell Cycle	ASF1B	0.135457522	0.010007609
Cell Cycle	ASPM	0.167195339	0.010007609
Cell Cycle	ASXL2	0.069158521	0.010007609
Cell Cycle	ATAD5	0.081313089	0.010007609
Cell Cycle	AURKA	0.114502824	0.010007609
Cell Cycle	BAD	0.061331567	0.010007609
Cell Cycle	BARD1	0.061997257	0.010007609
Cell Cycle	BLM	0.094714189	0.010007609
Cell Cycle	BRCA1	0.14162797	0.010007609
Cell Cycle	BRCA2	0.137826719	0.010007609
Cell Cycle	BRWD1	0.097385636	0.010007609
Cell Cycle	BUB1	0.146914614	0.010007609
Cell Cycle	BUB1B	0.110220351	0.010007609
Cell Cycle	CAP1	0.13671443	0.010007609
Cell Cycle	CCDC6	0.071264725	0.010007609
Cell Cycle	CCNA2	0.154043538	0.010007609
Cell Cycle	CCNB1	0.173071562	0.010007609
Cell Cycle	CCNB2	0.165295195	0.010007609
Cell Cycle	CCND3	0.147273984	0.010007609
Cell Cycle	CDC25C	0.058016019	0.010007609
Cell Cycle	CDC27	0.113225715	0.010007609
Cell Cycle	CDC45	0.052524918	0.010007609
Cell Cycle	CDC6	0.05313041	0.010007609
Cell Cycle	CDCA3	0.157542486	0.010007609
Cell Cycle	CDCA7	0.060615581	0.010007609
Cell Cycle	CDK6	0.050124318	0.010007609
Cell Cycle	CDT1	0.155171268	0.010007609
Cell Cycle	CENPA	0.115753898	0.010007609
Cell Cycle	CENPE	0.139713216	0.010007609
Cell Cycle	CENPF	0.245290834	0.010007609
Cell Cycle	CENPM	0.194619513	0.010007609
Cell Cycle	CENPN	0.103285462	0.010007609
Cell Cycle	CENPS	0.062901823	0.010007609
Cell Cycle	CENPU	0.16852205	0.010007609
Cell Cycle	CEP152	0.058276756	0.010007609
Cell Cycle	CEP350	0.162609983	0.010007609
Cell Cycle	CEP55	0.109688437	0.010007609
Cell Cycle	CHAF1A	0.072419921	0.010007609
Cell Cycle	CHD1L	0.053816833	0.010007609
Cell Cycle	CHTF8	0.069514448	0.010007609
Cell Cycle	CKS2	0.233931977	0.010007609
Cell Cycle	DBF4	0.09648637	0.010007609
Cell Cycle	DDIT4	0.137663831	0.010007609
Cell Cycle	DNAJB6	0.101115933	0.010007609
Cell Cycle	DONSON	0.067618609	0.010007609
Cell Cycle	DSCC1	0.054685765	0.010007609
Cell Cycle	DUT	0.190171611	0.010007609
Cell Cycle	E2F7	0.060243077	0.010007609
Cell Cycle	E2F8	0.05144064	0.010007609
Cell Cycle	EXO1	0.098497668	0.010007609
Cell Cycle	FAAP20	0.088058928	0.010007609
Cell Cycle	FANCC	0.051242656	0.010007609
Cell Cycle	FANCG	0.069822267	0.010007609
Cell Cycle	FANCI	0.163411394	0.010007609
Cell Cycle	FBXO5	0.087160037	0.010007609
Cell Cycle	FEN1	0.12785971	0.010007609
Cell Cycle	FOXM1	0.101625242	0.010007609
Cell Cycle	GATAD2B	0.069627534	0.010007609
Cell Cycle	GINS1	0.057265491	0.010007609
Cell Cycle	GINS2	0.159703027	0.010007609
Cell Cycle	GMNN	0.106794192	0.010007609
Cell Cycle	GTSE1	0.129530692	0.010007609
Cell Cycle	HDGF	0.120638028	0.010007609
Cell Cycle	HELLS	0.119391204	0.010007609
Cell Cycle	HJURP	0.099660111	0.010007609
Cell Cycle	HMGB2	0.286146277	0.010007609
Cell Cycle	HMGB3	0.06162884	0.010007609
Cell Cycle	HMGN1	0.164200025	0.010007609
Cell Cycle	HMMR	0.185299807	0.010007609
Cell Cycle	IPO9	0.087903847	0.010007609
Cell Cycle	KHSRP	0.079171159	0.010007609
Cell Cycle	KIF11	0.141837587	0.010007609
Cell Cycle	KIF15	0.105780487	0.010007609
Cell Cycle	KIF18A	0.082188396	0.010007609
Cell Cycle	KIF4A	0.130910338	0.010007609
Cell Cycle	KIFC1	0.125881516	0.010007609
Cell Cycle	KNSTRN	0.067388825	0.010007609
Cell Cycle	KNTC1	0.087628406	0.010007609
Cell Cycle	KPNA2	0.185995686	0.010007609
Cell Cycle	LIG1	0.10035797	0.010007609
Cell Cycle	LMNB1	0.158345471	0.010007609
Cell Cycle	MAD2L1	0.154531362	0.010007609
Cell Cycle	MAD2L2	0.093487428	0.010007609
Cell Cycle	MCM10	0.064397358	0.010007609
Cell Cycle	MCM2	0.132862675	0.010007609
Cell Cycle	MCM4	0.118034947	0.010007609
Cell Cycle	MCM5	0.088673647	0.010007609
Cell Cycle	MCM6	0.106214874	0.010007609
Cell Cycle	MCM7	0.161334815	0.010007609
Cell Cycle	MCMBP	0.093045826	0.010007609
Cell Cycle	MELK	0.116566523	0.010007609
Cell Cycle	MGMT	0.098496447	0.010007609
Cell Cycle	MLX	0.080637957	0.010007609
Cell Cycle	MPHOSPH8	0.050302913	0.010007609
Cell Cycle	MRFAP1	0.107770214	0.010007609
Cell Cycle	MYBL2	0.211386075	0.010007609
Cell Cycle	NCAPD2	0.178812338	0.010007609
Cell Cycle	NCAPD3	0.07292677	0.010007609
Cell Cycle	NCAPG	0.177720164	0.010007609
Cell Cycle	NCAPG2	0.140498578	0.010007609
Cell Cycle	NCAPH	0.11774804	0.010007609
Cell Cycle	NCAPH2	0.073199973	0.010007609
Cell Cycle	NSD2	0.138455418	0.010007609
Cell Cycle	NUF2	0.11229621	0.010007609
Cell Cycle	NUSAP1	0.176718196	0.010007609
Cell Cycle	ODF2	0.063137894	0.010007609
Cell Cycle	OIP5	0.08445874	0.010007609
Cell Cycle	ORC3	0.060872677	0.010007609
Cell Cycle	ORC6	0.156761352	0.010007609
Cell Cycle	PAFAH1B1	0.107296746	0.010007609
Cell Cycle	PARPBP	0.085145601	0.010007609
Cell Cycle	PBK	0.061884829	0.010007609
Cell Cycle	PBX3	0.1833453	0.010007609
Cell Cycle	PCM1	0.153707253	0.010007609
Cell Cycle	PCNA	0.265865393	0.010007609
Cell Cycle	PDE4DIP	0.062829293	0.010007609
Cell Cycle	PDLIM1	0.18394742	0.010007609
Cell Cycle	PLK4	0.055242544	0.010007609
Cell Cycle	POLA1	0.074930912	0.010007609
Cell Cycle	POLA2	0.063489513	0.010007609
Cell Cycle	POLB	0.058376375	0.010007609
Cell Cycle	POLD1	0.056567782	0.010007609
Cell Cycle	POLD4	0.158070538	0.010007609
Cell Cycle	POLH	0.109933241	0.010007609
Cell Cycle	POLQ	0.129342839	0.010007609
Cell Cycle	POT1	0.051114898	0.010007609
Cell Cycle	POU2F1	0.060572437	0.010007609
Cell Cycle	PRIM2	0.098770924	0.010007609
Cell Cycle	RAD51	0.105731784	0.010007609
Cell Cycle	RAD54B	0.062323894	0.010007609
Cell Cycle	RAD54L	0.071190719	0.010007609
Cell Cycle	RBL2	0.06127156	0.010007609
Cell Cycle	REV1	0.066356165	0.010007609
Cell Cycle	RFC1	0.099326702	0.010007609
Cell Cycle	RFC4	0.095506579	0.010007609
Cell Cycle	RFC5	0.06410022	0.010007609
Cell Cycle	RIF1	0.10383659	0.010007609
Cell Cycle	RMI1	0.056252795	0.010007609
Cell Cycle	RMI2	0.137919264	0.010007609
Cell Cycle	RNASEH2A	0.079595152	0.010007609
Cell Cycle	RNASEH2B	0.08936393	0.010007609
Cell Cycle	RNASEH2C	0.09445838	0.010007609
Cell Cycle	RPA2	0.129558319	0.010007609
Cell Cycle	RPA3	0.145888495	0.010007609
Cell Cycle	RPAIN	0.080213576	0.010007609
Cell Cycle	RRM1	0.144873076	0.010007609
Cell Cycle	RSF1	0.086140595	0.010007609
Cell Cycle	SCAF11	0.100352684	0.010007609
Cell Cycle	SET	0.132911796	0.010007609
Cell Cycle	SFI1	0.076822335	0.010007609
Cell Cycle	SHCBP1	0.139235145	0.010007609
Cell Cycle	SHLD2	0.069977108	0.010007609
Cell Cycle	SMC1A	0.132710091	0.010007609
Cell Cycle	SMC2	0.132652353	0.010007609
Cell Cycle	SPAG5	0.098167336	0.010007609
Cell Cycle	SPC25	0.079814234	0.010007609
Cell Cycle	SPDL1	0.069195018	0.010007609
Cell Cycle	STAG2	0.112074475	0.010007609
Cell Cycle	TEN1	0.069794577	0.010007609
Cell Cycle	TERF2IP	0.082625928	0.010007609
Cell Cycle	TFEB	0.089697006	0.010007609
Cell Cycle	THYN1	0.070489232	0.010007609
Cell Cycle	TIMELESS	0.127228207	0.010007609
Cell Cycle	TK1	0.171039331	0.010007609
Cell Cycle	TP53BP1	0.056836557	0.010007609
Cell Cycle	TPX2	0.220312559	0.010007609
Cell Cycle	TRIM24	0.07993735	0.010007609
Cell Cycle	TRIP13	0.072158157	0.010007609
Cell Cycle	TTF2	0.143679941	0.010007609
Cell Cycle	TTK	0.080313605	0.010007609
Cell Cycle	TUBGCP3	0.061295886	0.010007609
Cell Cycle	UBE2C	0.26657506	0.010007609
Cell Cycle	WDR48	0.058259592	0.010007609
Cell Cycle	XRCC1	0.075368316	0.010007609
Cell Cycle	XRCC6	0.110126948	0.010007609
Cell Cycle	YWHAB	0.105917816	0.010007609
Cell Cycle	YWHAZ	0.098991189	0.010007609
Cell Cycle	ZFR	0.083754033	0.010007609
Cell Cycle	ZWINT	0.16514745	0.010007609
Metabolism of proteins	ACTG1	0.077184661	0.008586052
Metabolism of proteins	ANXA4	0.15141579	0.008586052
Metabolism of proteins	BMI1	0.051291072	0.008586052
Metabolism of proteins	CALM2	0.147343601	0.008586052
Metabolism of proteins	CAMLG	0.101223982	0.008586052
Metabolism of proteins	CAVIN3	0.065877984	0.008586052
Metabolism of proteins	CBL	0.079586924	0.008586052
Metabolism of proteins	CCNI	0.135415353	0.008586052
Metabolism of proteins	CCT7	0.154359853	0.008586052
Metabolism of proteins	CD55	0.070891277	0.008586052
Metabolism of proteins	CDCA8	0.146329192	0.008586052
Metabolism of proteins	CFL1	0.073819826	0.008586052
Metabolism of proteins	CNPY2	0.074178181	0.008586052
Metabolism of proteins	CREB1	0.099057196	0.008586052
Metabolism of proteins	CRK	0.050642003	0.008586052
Metabolism of proteins	CSNK2A2	0.060447616	0.008586052
Metabolism of proteins	CTNNB1	0.102075704	0.008586052
Metabolism of proteins	CUEDC2	0.111562165	0.008586052
Metabolism of proteins	CUL5	0.06683166	0.008586052
Metabolism of proteins	CYLD	0.110748223	0.008586052
Metabolism of proteins	DCAF8	0.068062853	0.008586052
Metabolism of proteins	DUSP5	0.110472899	0.008586052
Metabolism of proteins	EEF1E1	0.093309051	0.008586052
Metabolism of proteins	EIF2AK4	0.128686633	0.008586052
Metabolism of proteins	ELMO1	0.12005442	0.008586052
Metabolism of proteins	ESR1	0.064890016	0.008586052
Metabolism of proteins	ETS1	0.103459234	0.008586052
Metabolism of proteins	FBXO11	0.087629221	0.008586052
Metabolism of proteins	FKBP8	0.095619039	0.008586052
Metabolism of proteins	FMR1	0.052794325	0.008586052
Metabolism of proteins	FOXO1	0.100621687	0.008586052
Metabolism of proteins	GNA13	0.087282209	0.008586052
Metabolism of proteins	GOLGA4	0.080923514	0.008586052
Metabolism of proteins	GOLGB1	0.100737191	0.008586052
Metabolism of proteins	GPR183	0.059728775	0.008586052
Metabolism of proteins	GSK3B	0.096643205	0.008586052
Metabolism of proteins	IGFBP4	0.094175064	0.008586052
Metabolism of proteins	JUN	0.122774171	0.008586052
Metabolism of proteins	KDM5B	0.067986842	0.008586052
Metabolism of proteins	KIF23	0.096132767	0.008586052
Metabolism of proteins	LAMTOR5	0.152354053	0.008586052
Metabolism of proteins	LRRK2	0.15819748	0.008586052
Metabolism of proteins	MAPK1	0.109758583	0.008586052
Metabolism of proteins	MAPK14	0.074168296	0.008586052
Metabolism of proteins	MAPRE1	0.11549482	0.008586052
Metabolism of proteins	MDM2	0.217182353	0.008586052
Metabolism of proteins	MPZL1	0.053496417	0.008586052
Metabolism of proteins	MTF2	0.11211432	0.008586052
Metabolism of proteins	MYL6B	0.089030438	0.008586052
Metabolism of proteins	NR3C1	0.132574933	0.008586052
Metabolism of proteins	OAS3	0.096272686	0.008586052
Metabolism of proteins	PEBP1	0.183903108	0.008586052
Metabolism of proteins	PIAS1	0.113524407	0.008586052
Metabolism of proteins	PSEN1	0.053249815	0.008586052
Metabolism of proteins	PSIP1	0.219902905	0.008586052
Metabolism of proteins	RACK1	0.059899026	0.008586052
Metabolism of proteins	RANBP2	0.099700701	0.008586052
Metabolism of proteins	RHOG	0.183102289	0.008586052
Metabolism of proteins	RNF4	0.077818351	0.008586052
Metabolism of proteins	RPS6KB2	0.085979463	0.008586052
Metabolism of proteins	SEC24B	0.052930364	0.008586052
Metabolism of proteins	SETX	0.069993128	0.008586052
Metabolism of proteins	SLC25A3	0.12019254	0.008586052
Metabolism of proteins	SMAD3	0.082753963	0.008586052
Metabolism of proteins	SMAD4	0.073797071	0.008586052
Metabolism of proteins	SOX4	0.088293009	0.008586052
Metabolism of proteins	SPTAN1	0.157667184	0.008586052
Metabolism of proteins	SPTBN1	0.144302819	0.008586052
Metabolism of proteins	SUMO1	0.142525813	0.008586052
Metabolism of proteins	TMBIM6	0.07376007	0.008586052
Metabolism of proteins	TOPORS	0.063098674	0.008586052
Metabolism of proteins	TRIM27	0.056778227	0.008586052
Metabolism of proteins	UBE2L6	0.0534924	0.008586052
Metabolism of proteins	UBE2N	0.131405367	0.008586052
Metabolism of proteins	UBE3A	0.081951426	0.008586052
Metabolism of proteins	UBR1	0.065040863	0.008586052
Metabolism of proteins	UBR5	0.136366702	0.008586052
Metabolism of proteins	USP3	0.072893535	0.008586052
Metabolism of proteins	XPO1	0.11982473	0.008586052
Metabolism of proteins	ZMIZ1	0.146649254	0.008586052
Metabolism of proteins	ADSL	0.155292438	0.008586052
Metabolism of proteins	AGGF1	0.093350347	0.008586052
Metabolism of proteins	ATP2A2	0.05264178	0.008586052
Metabolism of proteins	CANX	0.122163271	0.008586052
Metabolism of proteins	CCT2	0.092207881	0.008586052
Metabolism of proteins	CD274	0.038151866	0.008586052
Metabolism of proteins	CD59	0.118916368	0.008586052
Metabolism of proteins	CDKN1A	0.193077277	0.008586052
Metabolism of proteins	COPS5	0.102665504	0.008586052
Metabolism of proteins	CUL1	0.119799366	0.008586052
Metabolism of proteins	DDA1	0.070534367	0.008586052
Metabolism of proteins	EIF2S1	0.068126956	0.008586052
Metabolism of proteins	EIF2S2	0.109478898	0.008586052
Metabolism of proteins	ELOB	0.097053068	0.008586052
Metabolism of proteins	ELOC	0.149288065	0.008586052
Metabolism of proteins	FBXW11	0.089218303	0.008586052
Metabolism of proteins	GRSF1	0.153873894	0.008586052
Metabolism of proteins	HERC2	0.069050238	0.008586052
Metabolism of proteins	HIF1A	0.058304999	0.008586052
Metabolism of proteins	HSPD1	0.124355427	0.008586052
Metabolism of proteins	IL16	0.084903057	0.008586052
Metabolism of proteins	IL7	0.053032739	0.008586052
Metabolism of proteins	ITCH	0.095553346	0.008586052
Metabolism of proteins	KEAP1	0.09002645	0.008586052
Metabolism of proteins	KLF6	0.134659984	0.008586052
Metabolism of proteins	KPNA4	0.068176253	0.008586052
Metabolism of proteins	LAT2	0.089862585	0.008586052
Metabolism of proteins	LGALS3BP	0.019711282	0.008586052
Metabolism of proteins	LRPPRC	0.129964002	0.008586052
Metabolism of proteins	MAP3K14	0.141901585	0.008586052
Metabolism of proteins	MAPK8	0.113770794	0.008586052
Metabolism of proteins	MCTS1	0.081026421	0.008586052
Metabolism of proteins	MRPL3	0.090657819	0.008586052
Metabolism of proteins	NAE1	0.056822738	0.008586052
Metabolism of proteins	P4HB	0.172721299	0.008586052
Metabolism of proteins	PARP12	0.034970325	0.008586052
Metabolism of proteins	PDRG1	0.069203778	0.008586052
Metabolism of proteins	PML	0.078823464	0.008586052
Metabolism of proteins	RAB31	0.145530568	0.008586052
Metabolism of proteins	RAN	0.12449475	0.008586052
Metabolism of proteins	RNF7	0.123373772	0.008586052
Metabolism of proteins	RPL41	0.132611581	0.008586052
Metabolism of proteins	SAAL1	0.056403958	0.008586052
Metabolism of proteins	SEC11A	0.14813293	0.008586052
Metabolism of proteins	SKP1	0.126102969	0.008586052
Metabolism of proteins	SLIRP	0.069231795	0.008586052
Metabolism of proteins	SOD2	0.095510803	0.008586052
Metabolism of proteins	SREBF2	0.111737751	0.008586052
Metabolism of proteins	SSR1	0.077693275	0.008586052
Metabolism of proteins	SSR2	0.131148859	0.008586052
Metabolism of proteins	SSR3	0.158465611	0.008586052
Metabolism of proteins	STAT1	-0.02779855	0.008586052
Metabolism of proteins	STUB1	0.096296809	0.008586052
Metabolism of proteins	TCP1	0.094320809	0.008586052
Metabolism of proteins	TRIM21	0.013624585	0.008586052
Metabolism of proteins	TRIM25	0.013348219	0.008586052
Metabolism of proteins	TXNRD1	0.092002308	0.008586052
Metabolism of proteins	UBB	0.111906441	0.008586052
Metabolism of proteins	UBC	0.094642904	0.008586052
Metabolism of proteins	UBE2A	0.142320001	0.008586052
Metabolism of proteins	UBE2D3	0.095039632	0.008586052
Metabolism of proteins	UBE2E1	0.121518352	0.008586052
Metabolism of proteins	UBE2K	0.112841024	0.008586052
Metabolism of proteins	UBE2L3	0.139490376	0.008586052
Metabolism of proteins	UBE2V1	0.098794419	0.008586052
Metabolism of proteins	UBE2V2	0.080266761	0.008586052
Metabolism of proteins	USP33	0.07594205	0.008586052
Metabolism of proteins	XBP1	0.057382543	0.008586052
Metabolism of proteins	ABCE1	0.061240984	0.008586052
Metabolism of proteins	ABRAXAS1	0.05058272	0.008586052
Metabolism of proteins	ABRAXAS2	0.064177443	0.008586052
Metabolism of proteins	ACBD6	0.107704138	0.008586052
Metabolism of proteins	AKAP10	0.05038135	0.008586052
Metabolism of proteins	ANP32B	0.148516954	0.008586052
Metabolism of proteins	APOBEC3G	0.063894544	0.008586052
Metabolism of proteins	ARF4	0.077679524	0.008586052
Metabolism of proteins	ARL6IP5	0.147152326	0.008586052
Metabolism of proteins	ATF4	0.142081516	0.008586052
Metabolism of proteins	ATF5	0.080035945	0.008586052
Metabolism of proteins	BABAM1	0.125148103	0.008586052
Metabolism of proteins	BABAM2	0.060147295	0.008586052
Metabolism of proteins	BCOR	0.066783006	0.008586052
Metabolism of proteins	BDH1	0.06012537	0.008586052
Metabolism of proteins	BIRC5	0.168297514	0.008586052
Metabolism of proteins	BRCC3	0.069725567	0.008586052
Metabolism of proteins	BTF3	0.104561859	0.008586052
Metabolism of proteins	BUB3	0.166217113	0.008586052
Metabolism of proteins	C1QBP	0.112365425	0.008586052
Metabolism of proteins	CALU	0.058644214	0.008586052
Metabolism of proteins	CAND1	0.096891561	0.008586052
Metabolism of proteins	CBR1	0.096874046	0.008586052
Metabolism of proteins	CCNB1IP1	0.101489604	0.008586052
Metabolism of proteins	CCNF	0.053391835	0.008586052
Metabolism of proteins	CCT3	0.100567483	0.008586052
Metabolism of proteins	CCT8	0.102150817	0.008586052
Metabolism of proteins	CDC20	0.177087515	0.008586052
Metabolism of proteins	CDC37	0.118450612	0.008586052
Metabolism of proteins	CDKN2AIP	0.059956592	0.008586052
Metabolism of proteins	CENPX	0.086919968	0.008586052
Metabolism of proteins	CHEK1	0.087233581	0.008586052
Metabolism of proteins	CKAP5	0.139862958	0.008586052
Metabolism of proteins	COP1	0.100664431	0.008586052
Metabolism of proteins	COPB2	0.093396233	0.008586052
Metabolism of proteins	COPG1	0.059142369	0.008586052
Metabolism of proteins	CRBN	0.064801743	0.008586052
Metabolism of proteins	CREBBP	0.072858811	0.008586052
Metabolism of proteins	CSNK1D	0.083891065	0.008586052
Metabolism of proteins	CTSC	0.078813352	0.008586052
Metabolism of proteins	CUL2	0.073987074	0.008586052
Metabolism of proteins	CUL3	0.09514163	0.008586052
Metabolism of proteins	CUL9	0.059622357	0.008586052
Metabolism of proteins	DALRD3	0.052521267	0.008586052
Metabolism of proteins	DCAF11	0.054052428	0.008586052
Metabolism of proteins	DCAF6	0.18005265	0.008586052
Metabolism of proteins	DCAF7	0.13844283	0.008586052
Metabolism of proteins	DDB1	0.132606199	0.008586052
Metabolism of proteins	DDB2	0.203629615	0.008586052
Metabolism of proteins	DENR	0.106242084	0.008586052
Metabolism of proteins	DHPS	0.085163238	0.008586052
Metabolism of proteins	DLAT	0.073045466	0.008586052
Metabolism of proteins	DNA2	0.062943475	0.008586052
Metabolism of proteins	DNAJA1	0.071248691	0.008586052
Metabolism of proteins	DNTTIP1	0.088319834	0.008586052
Metabolism of proteins	DTL	0.092820043	0.008586052
Metabolism of proteins	EDF1	0.090867478	0.008586052
Metabolism of proteins	EEF2	0.121183541	0.008586052
Metabolism of proteins	EGLN1	0.060898412	0.008586052
Metabolism of proteins	EIF1	0.11360163	0.008586052
Metabolism of proteins	EIF1AX	0.112758648	0.008586052
Metabolism of proteins	EIF1B	0.112345084	0.008586052
Metabolism of proteins	EIF2A	0.081170889	0.008586052
Metabolism of proteins	EIF2D	0.143547129	0.008586052
Metabolism of proteins	EIF2S3	0.131070107	0.008586052
Metabolism of proteins	EIF3A	0.122067903	0.008586052
Metabolism of proteins	EIF3B	0.107492169	0.008586052
Metabolism of proteins	EIF3C	0.057459085	0.008586052
Metabolism of proteins	EIF3D	0.130096598	0.008586052
Metabolism of proteins	EIF3E	0.114124699	0.008586052
Metabolism of proteins	EIF3F	0.134188485	0.008586052
Metabolism of proteins	EIF3G	0.074305578	0.008586052
Metabolism of proteins	EIF3I	0.130360339	0.008586052
Metabolism of proteins	EIF3K	0.106645107	0.008586052
Metabolism of proteins	EIF3L	0.129596179	0.008586052
Metabolism of proteins	EIF3M	0.119915985	0.008586052
Metabolism of proteins	EIF4B	0.121404513	0.008586052
Metabolism of proteins	EIF4E	0.059335694	0.008586052
Metabolism of proteins	EIF4G1	0.113841236	0.008586052
Metabolism of proteins	EIF5	0.116800241	0.008586052
Metabolism of proteins	EMC4	0.07836913	0.008586052
Metabolism of proteins	EP300	0.062189655	0.008586052
Metabolism of proteins	ERAL1	0.154915695	0.008586052
Metabolism of proteins	ERCC6	0.070994233	0.008586052
Metabolism of proteins	ERGIC3	0.115714263	0.008586052
Metabolism of proteins	ESR2	0.065121145	0.008586052
Metabolism of proteins	ESYT1	0.091751716	0.008586052
Metabolism of proteins	ESYT2	0.080657419	0.008586052
Metabolism of proteins	ETF1	0.098940865	0.008586052
